Time(s) | Δt(s) | Hz | Note | Cents | Amplitude
1745299818.16 | 0.04 | 1299.44 | E`6 | 24.78 | 0.25
1745299818.17 | 0.01 | 681.35 | E~5 | 7.08 | 0.46
1745299818.18 | 0.01 | 684.71 | E~5 | 15.60 | 0.35
1745299818.22 | 0.04 | 786.41 | G5 | 5.33 | 0.26
1745299818.23 | 0.01 | 664.12 | E5 | 12.73 | 0.18
1745299818.25 | 0.02 | 673.18 | E~5 | -13.81 | 0.17
1745299818.25 | 0.00 | 668.97 | E~5 | -24.67 | 0.16
1745299818.26 | 0.01 | 674.44 | E~5 | -10.57 | 0.18
1745299818.27 | 0.01 | 663.24 | E5 | 10.44 | 0.19
1745299818.29 | 0.01 | 692.19 | F5 | -15.59 | 0.23
1745299818.33 | 0.01 | 674.24 | E~5 | -11.10 | 0.20
1745299818.47 | 0.01 | 1379.85 | F6 | -21.27 | 0.24
1745299818.48 | 0.01 | 272.24 | C~4 | 18.85 | 0.24
1745299818.50 | 0.02 | 870.51 | A5 | -18.77 | 0.26
1745299818.52 | 0.01 | 1339.22 | E~6 | -23.02 | 0.21
1745299818.54 | 0.01 | 1280.93 | E`6 | -0.06 | 0.25
1745299818.55 | 0.01 | 483.36 | B`4 | 12.71 | 0.29
1745299818.58 | 0.04 | 750.48 | F#5 | 24.37 | 0.18
1745299818.58 | 0.00 | 514.31 | B~4 | 20.15 | 0.13
1745299818.60 | 0.01 | 534.85 | C~5 | -12.06 | 0.16
1745299818.61 | 0.01 | 512.29 | B~4 | 13.36 | 0.16
1745299818.62 | 0.01 | 513.72 | B~4 | 18.17 | 0.19
1745299818.63 | 0.01 | 507.99 | B~4 | -1.24 | 0.12
1745299818.67 | 0.04 | 464.57 | A#4 | -5.94 | 0.15
1745299818.71 | 0.04 | 737.94 | F#5 | -4.80 | 0.30
1745299818.73 | 0.01 | 195.54 | G3 | -4.07 | 0.29
1745299818.76 | 0.04 | 1384.34 | F6 | -15.65 | 0.35
1745299818.77 | 0.01 | 271.32 | C~4 | 13.00 | 0.35
1745299818.79 | 0.01 | 703.87 | F5 | 13.37 | 0.27
1745299818.80 | 0.01 | 1392.66 | F6 | -5.28 | 0.29
1745299818.81 | 0.01 | 508.13 | B~4 | -0.77 | 0.28
1745299818.88 | 0.02 | 524.53 | C5 | 4.21 | 0.20
1745299818.88 | 0.00 | 509.58 | B~4 | 4.18 | 0.16
1745299818.89 | 0.01 | 494.34 | B4 | 1.59 | 0.15
1745299818.90 | 0.01 | 494.78 | B4 | 3.13 | 0.18
1745299818.91 | 0.01 | 317.83 | E`4 | -13.08 | 0.19
1745299818.93 | 0.01 | 470.31 | B-4 | 15.32 | 0.22
1745299819.01 | 0.01 | 674.33 | E~5 | -10.86 | 0.16
1745299819.02 | 0.01 | 665.78 | E5 | 17.06 | 0.23
1745299819.09 | 0.04 | 605.40 | D~5 | 2.47 | 0.19
1745299819.11 | 0.01 | 354.08 | F4 | 23.90 | 0.20
1745299819.14 | 0.04 | 697.44 | F5 | -2.53 | 0.23
1745299819.15 | 0.01 | 711.44 | F~5 | -18.11 | 0.29
1745299819.18 | 0.02 | 709.14 | F~5 | -23.73 | 0.26
1745299819.18 | 0.00 | 715.40 | F~5 | -8.49 | 0.28
1745299819.19 | 0.01 | 705.49 | F5 | 17.34 | 0.26
1745299819.21 | 0.02 | 709.50 | F~5 | -22.85 | 0.19
1745299819.21 | 0.00 | 711.69 | F~5 | -17.51 | 0.20
1745299819.22 | 0.01 | 706.23 | F5 | 19.17 | 0.19
1745299819.25 | 0.02 | 692.92 | F5 | -13.79 | 0.16
1745299819.25 | 0.00 | 711.09 | F~5 | -18.98 | 0.19
1745299819.28 | 0.04 | 705.86 | F5 | 18.26 | 0.27
1745299819.32 | 0.04 | 773.30 | G5 | -23.76 | 0.23
1745299819.32 | 0.00 | 769.96 | F#~5 | 18.73 | 0.16
1745299819.33 | 0.01 | 775.37 | G5 | -19.15 | 0.21
1745299819.34 | 0.01 | 803.46 | G~5 | -7.54 | 0.24
1745299819.36 | 0.02 | 791.76 | G5 | 17.06 | 0.29
1745299819.36 | 0.00 | 789.06 | G5 | 11.17 | 0.22
1745299819.40 | 0.04 | 832.83 | G#5 | 4.62 | 0.27
1745299819.44 | 0.04 | 880.25 | A5 | 0.49 | 0.23
1745299819.45 | 0.01 | 886.27 | A5 | 12.30 | 0.24
1745299819.46 | 0.01 | 881.66 | A5 | 3.27 | 0.20
1745299819.48 | 0.00 | 880.82 | A5 | 1.61 | 0.23
1745299819.50 | 0.01 | 452.71 | A~4 | -0.71 | 0.19
1745299819.52 | 0.02 | 884.73 | A5 | 9.29 | 0.19
1745299819.52 | 0.00 | 863.16 | G#~5 | 16.54 | 0.28
1745299819.54 | 0.02 | 816.84 | G~5 | 21.06 | 0.16
1745299819.54 | 0.00 | 796.00 | G~5 | -23.67 | 0.18
1745299819.55 | 0.01 | 806.56 | G~5 | -0.86 | 0.23
1745299819.56 | 0.01 | 814.46 | G~5 | 16.00 | 0.16
1745299819.58 | 0.01 | 840.60 | G#5 | 20.70 | 0.28
1745299819.59 | 0.01 | 847.09 | G#~5 | -15.99 | 0.19
1745299819.61 | 0.02 | 832.26 | G#5 | 3.45 | 0.16
1745299819.61 | 0.00 | 797.49 | G~5 | -20.43 | 0.16
1745299819.66 | 0.04 | 715.79 | F~5 | -7.55 | 0.21
1745299819.69 | 0.04 | 724.84 | F~5 | 14.19 | 0.28
1745299819.71 | 0.01 | 709.65 | F~5 | -22.48 | 0.34
1745299819.74 | 0.04 | 726.10 | F~5 | 17.19 | 0.27
1745299819.75 | 0.01 | 709.11 | F~5 | -23.80 | 0.31
1745299819.77 | 0.01 | 709.33 | F~5 | -23.26 | 0.26
1745299819.78 | 0.01 | 712.82 | F~5 | -14.75 | 0.31
1745299819.80 | 0.02 | 685.04 | E~5 | 16.43 | 0.28
1745299819.80 | 0.00 | 680.66 | E~5 | 5.31 | 0.26
1745299819.82 | 0.02 | 686.24 | E~5 | 19.45 | 0.30
1745299819.82 | 0.00 | 666.07 | E5 | 17.81 | 0.23
1745299819.84 | 0.01 | 677.75 | E~5 | -2.11 | 0.23
1745299819.87 | 0.04 | 679.20 | E~5 | 1.60 | 0.20
1745299819.88 | 0.01 | 672.84 | E~5 | -14.70 | 0.28
1745299819.92 | 0.04 | 704.50 | F5 | 14.91 | 0.27
1745299819.93 | 0.01 | 708.09 | F5 | 23.71 | 0.34
1745299819.95 | 0.02 | 704.81 | F5 | 15.69 | 0.34
1745299819.96 | 0.00 | 708.31 | F5 | 24.24 | 0.43
1745299819.97 | 0.01 | 699.44 | F5 | 2.44 | 0.38
1745299819.99 | 0.02 | 706.90 | F5 | 20.81 | 0.39
1745299819.99 | 0.00 | 701.13 | F5 | 6.61 | 0.30
1745299820.00 | 0.01 | 707.65 | F5 | 22.63 | 0.25
1745299820.01 | 0.01 | 701.24 | F5 | 6.88 | 0.35
1745299820.02 | 0.01 | 707.14 | F5 | 21.39 | 0.27
1745299820.06 | 0.04 | 717.05 | F~5 | -4.52 | 0.42
1745299820.07 | 0.01 | 687.18 | E~5 | 21.83 | 0.37
1745299820.11 | 0.04 | 692.56 | F5 | -14.67 | 0.41
1745299820.12 | 0.01 | 684.61 | E~5 | 15.33 | 0.30
1745299820.16 | 0.04 | 690.59 | F5 | -19.61 | 0.33
1745299820.16 | 0.00 | 680.72 | E~5 | 5.47 | 0.33
1745299820.17 | 0.01 | 681.06 | E~5 | 6.33 | 0.26
1745299820.19 | 0.02 | 673.82 | E~5 | -12.16 | 0.18
1745299820.19 | 0.00 | 677.78 | E~5 | -2.02 | 0.15
1745299820.21 | 0.02 | 830.40 | G#5 | -0.43 | 0.25
1745299820.21 | 0.00 | 602.73 | D~5 | -5.20 | 0.23
1745299820.25 | 0.04 | 594.52 | D5 | 21.08 | 0.37
1745299820.26 | 0.01 | 604.57 | D~5 | 0.08 | 0.21
1745299820.31 | 0.01 | 619.98 | D#5 | -6.35 | 0.52
1745299820.32 | 0.01 | 618.92 | D#5 | -9.30 | 0.49
1745299820.33 | 0.01 | 622.06 | D#5 | -0.54 | 0.47
1745299820.42 | 0.01 | 566.29 | C#~5 | -13.15 | 1.00
1745299820.44 | 0.02 | 563.85 | C#~5 | -20.63 | 1.00
1745299820.44 | 0.00 | 563.60 | C#~5 | -21.41 | 1.00
1745299820.45 | 0.01 | 1137.59 | C#~6 | -5.52 | 1.00
1745299820.47 | 0.02 | 565.93 | C#~5 | -14.26 | 1.00
1745299820.47 | 0.00 | 565.73 | C#~5 | -14.87 | 0.97
1745299820.49 | 0.01 | 560.48 | C#5 | 18.99 | 0.56
1745299820.53 | 0.01 | 562.89 | C#~5 | -23.58 | 0.56
1745299820.56 | 0.02 | 560.91 | C#5 | 20.31 | 0.34
1745299820.56 | 0.00 | 557.28 | C#5 | 9.08 | 0.32
1745299820.57 | 0.01 | 561.12 | C#5 | 20.98 | 0.28
1745299820.59 | 0.02 | 562.26 | C#5 | 24.47 | 0.27
1745299820.59 | 0.00 | 557.53 | C#5 | 9.87 | 0.34
1745299820.61 | 0.02 | 1136.35 | C#~6 | -7.40 | 0.48
1745299820.62 | 0.00 | 563.43 | C#~5 | -21.92 | 0.42
1745299820.63 | 0.01 | 1371.42 | E~6 | 18.12 | 0.57
1745299820.65 | 0.02 | 1432.12 | F~6 | -6.91 | 0.45
1745299820.65 | 0.00 | 1516.95 | F#~6 | -7.28 | 0.80
1745299820.67 | 0.02 | 1606.26 | G~6 | -8.24 | 0.69
1745299820.67 | 0.00 | 1611.95 | G~6 | -2.12 | 0.57
1745299820.68 | 0.01 | 1587.46 | G6 | 21.38 | 0.33
1745299820.73 | 0.01 | 1604.84 | G~6 | -9.78 | 0.43
1745299820.77 | 0.04 | 1667.20 | G#6 | 6.22 | 0.68
1745299820.78 | 0.01 | 1645.85 | G#6 | -16.09 | 0.54
1745299820.79 | 0.01 | 562.76 | C#~5 | -23.99 | 0.31
1745299820.83 | 0.01 | 560.55 | C#5 | 19.20 | 0.36
1745299820.84 | 0.01 | 555.53 | C#5 | 3.63 | 0.33
1745299820.86 | 0.02 | 550.35 | C#5 | -12.60 | 0.27
1745299820.86 | 0.00 | 564.54 | C#~5 | -18.51 | 0.20
1745299820.91 | 0.01 | 469.68 | B-4 | 12.99 | 0.24
1745299820.93 | 0.02 | 1422.47 | F~6 | -18.62 | 0.30
1745299820.93 | 0.00 | 1466.23 | F#6 | -16.16 | 0.42
1745299820.94 | 0.01 | 724.44 | F~5 | 13.24 | 0.31
1745299820.97 | 0.02 | 394.95 | G4 | 12.99 | 0.32
1745299820.97 | 0.00 | 1504.10 | F#~6 | -22.01 | 0.37
1745299820.98 | 0.01 | 1568.76 | G6 | 0.86 | 0.46
1745299820.99 | 0.01 | 516.52 | C5 | -22.41 | 0.34
1745299821.01 | 0.02 | 1578.98 | G6 | 12.10 | 0.36
1745299821.01 | 0.00 | 507.94 | B~4 | -1.43 | 0.30
1745299821.03 | 0.01 | 514.90 | B~4 | 22.15 | 0.19
1745299821.04 | 0.01 | 504.37 | B~4 | -13.62 | 0.21
1745299821.10 | 0.01 | 350.27 | F4 | 5.17 | 0.31
1745299821.13 | 0.02 | 538.41 | C~5 | -0.55 | 0.16
1745299821.13 | 0.00 | 540.79 | C~5 | 7.08 | 0.22
1745299821.14 | 0.01 | 553.09 | C#5 | -4.00 | 0.18
1745299821.17 | 0.02 | 551.52 | C#5 | -8.91 | 0.18
1745299821.17 | 0.00 | 566.80 | C#~5 | -11.58 | 0.16
1745299821.20 | 0.04 | 568.44 | C#~5 | -6.59 | 0.22
1745299821.21 | 0.01 | 552.62 | C#5 | -5.46 | 0.32
1745299821.25 | 0.04 | 557.88 | C#5 | 10.94 | 0.29
1745299821.26 | 0.01 | 570.88 | C#~5 | 0.83 | 0.24
1745299821.27 | 0.01 | 553.97 | C#5 | -1.23 | 0.30
1745299821.30 | 0.02 | 563.89 | C#~5 | -20.51 | 0.29
1745299821.30 | 0.00 | 599.57 | D~5 | -14.29 | 0.31
1745299821.33 | 0.04 | 552.54 | C#5 | -5.71 | 0.18
1745299821.33 | 0.00 | 584.50 | D5 | -8.35 | 0.23
1745299821.36 | 0.02 | 1226.30 | D~6 | 24.49 | 0.21
1745299821.36 | 0.00 | 585.38 | D5 | -5.74 | 0.25
1745299821.37 | 0.01 | 575.79 | C#~5 | 15.66 | 0.15
1745299821.38 | 0.01 | 569.94 | C#~5 | -2.03 | 0.16
1745299821.39 | 0.01 | 573.60 | C#~5 | 9.06 | 0.18
1745299821.43 | 0.04 | 670.37 | E~5 | -21.06 | 0.16
1745299821.44 | 0.01 | 673.43 | E~5 | -13.17 | 0.21
1745299821.46 | 0.02 | 660.45 | E5 | 3.14 | 0.37
1745299821.46 | 0.00 | 655.89 | E5 | -8.87 | 0.29
1745299821.47 | 0.01 | 661.06 | E5 | 4.72 | 0.31
1745299821.49 | 0.01 | 661.42 | E5 | 5.68 | 0.25
1745299821.50 | 0.01 | 656.36 | E5 | -7.61 | 0.25
1745299821.53 | 0.04 | 652.00 | E5 | -19.16 | 0.21
1745299821.54 | 0.01 | 658.70 | E5 | -1.45 | 0.21
1745299821.57 | 0.02 | 667.04 | E5 | 20.31 | 0.30
1745299821.57 | 0.00 | 707.54 | F5 | 22.37 | 0.30
1745299821.58 | 0.01 | 703.39 | F5 | 12.20 | 0.27
1745299821.59 | 0.01 | 702.03 | F5 | 8.83 | 0.29
1745299821.61 | 0.02 | 700.59 | F5 | 5.28 | 0.31
1745299821.61 | 0.00 | 707.72 | F5 | 22.80 | 0.26
1745299821.65 | 0.04 | 722.30 | F~5 | 8.12 | 0.31
1745299821.66 | 0.01 | 733.31 | F#5 | -15.70 | 0.34
1745299821.70 | 0.04 | 725.91 | F~5 | 16.74 | 0.49
1745299821.71 | 0.01 | 349.81 | F4 | 2.86 | 0.44
1745299821.76 | 0.01 | 501.31 | B~4 | -24.16 | 0.26
1745299821.78 | 0.02 | 344.24 | F4 | -24.90 | 0.33
1745299821.78 | 0.00 | 347.02 | F4 | -11.00 | 0.28
1745299821.79 | 0.01 | 344.97 | F4 | -21.26 | 0.29
1745299821.83 | 0.04 | 700.25 | F5 | 4.44 | 0.35
1745299821.84 | 0.01 | 343.45 | E~4 | 21.12 | 0.34
1745299821.89 | 0.01 | 572.96 | C#~5 | 7.10 | 0.27
1745299821.91 | 0.00 | 546.69 | C#5 | -24.14 | 0.21
1745299821.93 | 0.00 | 457.80 | A~4 | 18.67 | 0.20
1745299821.96 | 0.02 | 575.67 | C#~5 | 15.29 | 0.25
1745299821.97 | 0.01 | 475.85 | B`4 | -14.40 | 0.30
1745299821.98 | 0.01 | 445.63 | A4 | 22.00 | 0.37
1745299822.00 | 0.02 | 561.40 | C#5 | 21.82 | 0.29
1745299822.00 | 0.00 | 564.48 | C#~5 | -18.71 | 0.36
1745299822.02 | 0.01 | 562.30 | C#5 | 24.61 | 0.24
1745299822.03 | 0.01 | 1133.89 | C#~6 | -11.15 | 0.23
1745299822.06 | 0.04 | 558.14 | C#5 | 11.75 | 0.28
1745299822.09 | 0.02 | 552.91 | C#5 | -4.54 | 0.40
1745299822.09 | 0.00 | 551.27 | C#5 | -9.69 | 0.38
1745299822.11 | 0.02 | 552.58 | C#5 | -5.58 | 0.24
1745299822.11 | 0.00 | 541.54 | C~5 | 9.48 | 0.30
1745299822.12 | 0.01 | 562.06 | C#5 | 23.86 | 0.31
1745299822.13 | 0.01 | 509.06 | B~4 | 2.41 | 0.24
1745299822.17 | 0.04 | 615.61 | D#5 | -18.59 | 0.23
1745299822.18 | 0.01 | 358.65 | F~4 | -3.89 | 0.39
1745299822.20 | 0.02 | 326.57 | E4 | -16.13 | 0.32
1745299822.20 | 0.00 | 323.88 | E`4 | 19.53 | 0.37
1745299822.24 | 0.02 | 326.02 | E4 | -19.07 | 0.27
1745299822.24 | 0.00 | 565.33 | C#~5 | -16.09 | 0.33
1745299822.25 | 0.01 | 551.56 | C#5 | -8.79 | 0.39
1745299822.26 | 0.01 | 278.95 | C#4 | 11.03 | 0.30
1745299822.30 | 0.04 | 390.15 | G4 | -8.18 | 0.37
1745299822.31 | 0.01 | 280.26 | C#4 | 19.10 | 0.37
1745299822.31 | 0.00 | 277.61 | C#4 | 2.66 | 0.40
1745299822.33 | 0.02 | 277.05 | C#4 | -0.82 | 0.36
1745299822.34 | 0.01 | 271.72 | C~4 | 15.56 | 0.34
1745299822.38 | 0.04 | 274.12 | C#4 | -19.21 | 0.34
1745299822.38 | 0.00 | 508.42 | B~4 | 0.21 | 0.33
1745299822.40 | 0.01 | 326.21 | E4 | -18.06 | 0.30
1745299822.44 | 0.04 | 330.09 | E4 | 2.41 | 0.29
1745299822.49 | 0.04 | 366.26 | F#4 | -17.55 | 0.28
1745299822.50 | 0.01 | 298.49 | D~4 | -21.76 | 0.23
1745299822.52 | 0.02 | 291.57 | D4 | -12.37 | 0.30
1745299822.52 | 0.00 | 331.63 | E4 | 10.48 | 0.35
1745299822.55 | 0.02 | 646.60 | E`5 | 16.45 | 0.28
1745299822.55 | 0.00 | 678.02 | E~5 | -1.41 | 0.30
1745299822.56 | 0.01 | 656.13 | E5 | -8.23 | 0.26
1745299822.59 | 0.04 | 647.61 | E`5 | 19.15 | 0.33
1745299822.61 | 0.01 | 679.59 | E~5 | 2.60 | 0.26
1745299822.62 | 0.01 | 681.58 | E~5 | 7.65 | 0.33
1745299822.63 | 0.01 | 662.34 | E5 | 8.07 | 0.23
1745299822.66 | 0.04 | 704.11 | F5 | 13.95 | 0.35
1745299822.70 | 0.04 | 716.82 | F~5 | -5.06 | 0.25
1745299822.71 | 0.01 | 700.52 | F5 | 5.12 | 0.30
1745299822.77 | 0.02 | 703.81 | F5 | 13.21 | 0.29
1745299822.77 | 0.00 | 708.94 | F~5 | -24.21 | 0.27
1745299822.78 | 0.01 | 709.90 | F~5 | -21.88 | 0.23
1745299822.79 | 0.01 | 698.76 | F5 | 0.76 | 0.25
1745299822.81 | 0.01 | 688.73 | F5 | -24.29 | 0.30
1745299822.83 | 0.02 | 666.96 | E5 | 20.12 | 0.27
1745299822.83 | 0.00 | 692.53 | F5 | -14.76 | 0.39
1745299822.90 | 0.04 | 731.60 | F#5 | -19.74 | 0.36
1745299822.94 | 0.04 | 353.46 | F4 | 20.88 | 0.26
1745299822.95 | 0.01 | 350.55 | F4 | 6.53 | 0.36
1745299822.97 | 0.02 | 348.98 | F4 | -1.25 | 0.26
1745299822.97 | 0.00 | 346.91 | F4 | -11.53 | 0.31
1745299822.98 | 0.01 | 347.45 | F4 | -8.85 | 0.28
1745299823.01 | 0.02 | 547.27 | C#5 | -22.29 | 0.26
1745299823.01 | 0.00 | 349.68 | F4 | 2.22 | 0.39
1745299823.02 | 0.01 | 347.71 | F4 | -7.56 | 0.23
1745299823.04 | 0.02 | 1191.92 | D~6 | -24.75 | 0.29
1745299823.04 | 0.00 | 359.47 | F~4 | 0.04 | 0.26
1745299823.05 | 0.01 | 1206.33 | D~6 | -3.95 | 0.31
1745299823.08 | 0.02 | 606.90 | D~5 | 6.73 | 0.27
1745299823.08 | 0.00 | 574.92 | C#~5 | 13.04 | 0.29
1745299823.10 | 0.02 | 555.63 | C#5 | 3.94 | 0.29
1745299823.10 | 0.00 | 563.85 | C#~5 | -20.64 | 0.33
1745299823.11 | 0.01 | 561.09 | C#5 | 20.86 | 0.34
1745299823.12 | 0.01 | 555.51 | C#5 | 3.57 | 0.35
1745299823.15 | 0.02 | 555.81 | C#5 | 4.52 | 0.33
1745299823.15 | 0.00 | 562.33 | C#5 | 24.70 | 0.38
1745299823.16 | 0.01 | 560.69 | C#5 | 19.65 | 0.31
1745299823.20 | 0.04 | 560.38 | C#5 | 18.69 | 0.39
1745299823.21 | 0.01 | 550.56 | C#5 | -11.91 | 0.26
1745299823.24 | 0.04 | 559.64 | C#5 | 16.39 | 0.29
1745299823.24 | 0.00 | 584.67 | D5 | -7.86 | 0.27
1745299823.29 | 0.01 | 242.41 | B`3 | 17.91 | 0.22
1745299823.36 | 0.02 | 358.07 | F~4 | -6.72 | 0.25
1745299823.36 | 0.00 | 1036.84 | C6 | -16.06 | 0.27
1745299823.39 | 0.02 | 353.38 | F4 | 20.46 | 0.38
1745299823.39 | 0.00 | 351.24 | F4 | 9.94 | 0.38
1745299823.40 | 0.01 | 344.88 | F4 | -21.70 | 0.44
1745299823.42 | 0.02 | 351.94 | F4 | 13.42 | 0.33
1745299823.42 | 0.00 | 349.29 | F4 | 0.31 | 0.37
1745299823.46 | 0.04 | 352.40 | F4 | 15.65 | 0.41
1745299823.47 | 0.01 | 565.40 | C#~5 | -15.88 | 0.41
1745299823.50 | 0.04 | 958.17 | B`5 | -2.66 | 0.35
1745299823.52 | 0.01 | 356.55 | F~4 | -14.07 | 0.28
1745299823.56 | 0.01 | 1230.39 | D#6 | -19.75 | 0.32
1745299823.62 | 0.02 | 418.11 | G#4 | 11.65 | 0.29
1745299823.62 | 0.00 | 421.93 | G#~4 | -22.60 | 0.29
1745299823.63 | 0.01 | 410.62 | G#4 | -19.65 | 0.26
1745299823.66 | 0.02 | 417.42 | G#4 | 8.81 | 0.30
1745299823.66 | 0.00 | 421.76 | G#~4 | -23.29 | 0.22
1745299823.68 | 0.02 | 425.84 | G#~4 | -6.65 | 0.23
1745299823.68 | 0.00 | 457.75 | A~4 | 18.47 | 0.23
1745299823.72 | 0.04 | 450.17 | A~4 | -10.46 | 0.30
1745299823.75 | 0.04 | 459.33 | A~4 | 24.42 | 0.31
1745299823.76 | 0.01 | 478.76 | B`4 | -3.84 | 0.21
1745299823.78 | 0.01 | 488.55 | B4 | -18.78 | 0.20
1745299823.79 | 0.01 | 471.65 | B-4 | 20.24 | 0.34
1745299823.80 | 0.01 | 469.65 | B-4 | 12.89 | 0.28
1745299823.82 | 0.02 | 464.20 | A#4 | -7.32 | 0.31
1745299823.82 | 0.00 | 496.35 | B4 | 8.63 | 0.25
1745299823.86 | 0.04 | 464.82 | A#4 | -5.00 | 0.29
1745299823.89 | 0.02 | 1001.19 | B5 | 23.37 | 0.17
1745299823.89 | 0.00 | 454.64 | A~4 | 6.67 | 0.20
1745299823.94 | 0.04 | 473.20 | B`4 | -24.08 | 0.22
1745299823.94 | 0.00 | 1048.15 | C6 | 2.72 | 0.23
1745299823.95 | 0.01 | 866.39 | G#~5 | 23.01 | 0.23
1745299823.99 | 0.04 | 505.58 | B~4 | -9.46 | 0.33
1745299824.00 | 0.01 | 518.28 | C5 | -16.53 | 0.40
1745299824.02 | 0.02 | 358.92 | F~4 | -2.60 | 0.29
1745299824.02 | 0.00 | 514.28 | B~4 | 20.08 | 0.28
1745299824.04 | 0.01 | 1162.85 | D6 | -17.50 | 0.45
1745299824.07 | 0.04 | 1092.04 | C~6 | 23.75 | 0.56
1745299824.08 | 0.01 | 1122.38 | C#6 | 21.18 | 0.50
1745299824.12 | 0.04 | 1212.95 | D~6 | 5.53 | 0.52
1745299824.13 | 0.01 | 1211.95 | D~6 | 4.10 | 0.41
1745299824.17 | 0.04 | 443.82 | A4 | 14.95 | 0.52
1745299824.19 | 0.02 | 1330.95 | E6 | 16.26 | 0.55
1745299824.19 | 0.00 | 1281.30 | E`6 | 0.44 | 1.00
1745299824.25 | 0.01 | 425.88 | G#~4 | -6.46 | 0.53
1745299824.32 | 0.02 | 423.01 | G#~4 | -18.17 | 0.52
1745299824.35 | 0.01 | 451.55 | A~4 | -5.15 | 0.41
1745299824.46 | 0.04 | 428.32 | G#~4 | 3.43 | 1.00
1745299824.67 | 0.00 | 1032.55 | C6 | -23.24 | 0.23
1745299824.69 | 0.01 | 466.34 | B-4 | 0.67 | 0.29
1745299824.70 | 0.01 | 1071.36 | C~6 | -9.36 | 0.44
1745299824.73 | 0.04 | 465.18 | A#4 | -3.64 | 0.25
1745299824.75 | 0.01 | 357.53 | F~4 | -9.34 | 0.20
1745299824.77 | 0.00 | 509.08 | B~4 | 2.45 | 0.21
1745299824.78 | 0.01 | 172.27 | F3 | -23.44 | 0.24
1745299824.81 | 0.02 | 477.95 | B`4 | -6.76 | 0.18
1745299824.81 | 0.00 | 559.57 | C#5 | 16.18 | 0.25
1745299824.90 | 0.04 | 427.87 | G#~4 | 1.60 | 0.42
1745299824.93 | 0.04 | 1315.84 | E6 | -3.51 | 0.31
1745299824.95 | 0.01 | 612.13 | D~5 | 21.61 | 0.24
1745299824.97 | 0.02 | 415.54 | G#4 | 0.97 | 0.30
1745299824.97 | 0.00 | 414.63 | G#4 | -2.80 | 0.19
1745299824.98 | 0.01 | 430.17 | G#~4 | 10.89 | 0.44
1745299825.22 | 0.01 | 451.45 | A~4 | -5.51 | 0.45
1745299825.29 | 0.01 | 472.39 | B-4 | 22.98 | 0.35
1745299825.41 | 0.02 | 471.74 | B-4 | 20.60 | 0.28
1745299825.43 | 0.02 | 473.87 | B`4 | -21.60 | 0.19
1745299825.64 | 0.01 | 543.50 | C~5 | 15.74 | 0.12
1745299826.96 | 0.04 | 1656.48 | G#6 | -4.95 | 0.33
1745299827.00 | 0.01 | 495.79 | B4 | 6.67 | 0.13
1745299827.16 | 0.01 | 555.34 | C#5 | 3.04 | 0.23
1745299827.32 | 0.04 | 263.71 | C4 | 13.71 | 0.33
1745299827.40 | 0.01 | 3590.94 | A~7 | -15.46 | 0.26
1745299827.54 | 0.00 | 740.54 | F#5 | 1.30 | 0.10
1745299827.56 | 0.01 | 436.53 | A4 | -13.73 | 0.27
1745299827.60 | 0.01 | 436.05 | A4 | -15.63 | 0.26
1745299827.68 | 0.01 | 441.54 | A4 | 6.03 | 0.15
1745299827.72 | 0.00 | 321.63 | E`4 | 7.45 | 0.12
1745299827.74 | 0.00 | 177.66 | F~3 | -20.09 | 0.12
1745299827.83 | 0.01 | 561.42 | C#5 | 21.88 | 0.29
1745299827.85 | 0.01 | 515.42 | B~4 | 23.89 | 0.30
1745299827.89 | 0.01 | 500.98 | B4 | 24.69 | 0.19
1745299827.92 | 0.00 | 773.09 | G5 | -24.24 | 0.15
1745299827.93 | 0.01 | 666.08 | E5 | 17.82 | 0.15
1745299828.18 | 0.04 | 1323.54 | E6 | 6.60 | 0.13
1745299828.38 | 0.01 | 380.20 | F#~4 | -2.88 | 0.14
1745299828.62 | 0.01 | 4384.13 | C#8 | -19.94 | 0.19
